OBJECTID	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	FROM_X	FROM_Y	NEAR_X	NEAR_Y
39	1	22	7088.878095	16	-3.6823158	40.4215533	-3.6163407	40.4607255
40	1	17	8034.220886	17	-3.6823158	40.4215533	-3.6121394	40.3730118
41	1	20	8276.251494	18	-3.6823158	40.4215533	-3.6605173	40.4942012
42	1	4	8671.437561	19	-3.6823158	40.4215533	-3.7133167	40.347147
43	1	23	8794.332015	20	-3.6823158	40.4215533	-3.6897308	40.5005477
44	1	18	9749.7557	21	-3.6823158	40.4215533	-3.5805649	40.4623628
45	1	7	10634.56526	22	-3.6823158	40.4215533	-3.5800258	40.4769179
46	1	21	13271.38903	23	-3.6823158	40.4215533	-3.7746101	40.5180701
47	2	14	1695.618872	1	-3.6773491	40.4514734	-3.6903729	40.4398904
48	2	16	1841.053163	2	-3.6773491	40.4514734	-3.6887449	40.4655841
49	2	10	2610.805122	3	-3.6773491	40.4514734	-3.7071303	40.4455439
50	2	1	3349.037811	4	-3.6773491	40.4514734	-3.6823158	40.4215533
51	2	3	3472.969182	5	-3.6773491	40.4514734	-3.6392422	40.4400457
52	2	15	4134.972656	6	-3.6773491	40.4514734	-3.6824999	40.4144444
53	2	11	4151.654367	7	-3.6773491	40.4514734	-3.7115364	40.4782322
54	2	8	4199.340462	8	-3.6773491	40.4514734	-3.7031662	40.4192091
55	2	0	4261.336107	9	-3.6773491	40.4514734	-3.7122567	40.4238823
56	2	20	4954.707694	10	-3.6773491	40.4514734	-3.6605173	40.4942012
57	2	22	5275.913752	11	-3.6773491	40.4514734	-3.6163407	40.4607255
58	2	9	5544.993193	12	-3.6773491	40.4514734	-3.6453104	40.4079517
59	2	23	5549.621729	13	-3.6773491	40.4514734	-3.6897308	40.5005477
60	2	13	5981.008561	14	-3.6773491	40.4514734	-3.6868138	40.3980991
61	2	6	6927.49179	15	-3.6773491	40.4514734	-3.7473445	40.4193577
62	2	12	7365.383603	16	-3.6773491	40.4514734	-3.6515286	40.3881478
63	2	5	7810.859839	17	-3.6773491	40.4514734	-3.7318356	40.3947825
64	2	19	8172.310504	18	-3.6773491	40.4514734	-3.7187679	40.3850336
65	2	18	8298.001303	19	-3.6773491	40.4514734	-3.5805649	40.4623628
66	2	7	8724.448505	20	-3.6773491	40.4514734	-3.5800258	40.4769179
67	2	17	10322.00802	21	-3.6773491	40.4514734	-3.6121394	40.3730118
68	2	21	11076.66501	22	-3.6773491	40.4514734	-3.7746101	40.5180701
69	2	4	11980.29757	23	-3.6773491	40.4514734	-3.7133167	40.347147
70	3	22	3007.901335	1	-3.6392422	40.4400457	-3.6163407	40.4607255
71	3	2	3472.969182	2	-3.6392422	40.4400457	-3.6773491	40.4514734
72	3	9	3600.821383	3	-3.6392422	40.4400457	-3.6453104	40.4079517
73	3	1	4192.337698	4	-3.6392422	40.4400457	-3.6823158	40.4215533
74	3	14	4338.130421	5	-3.6392422	40.4400457	-3.6903729	40.4398904
75	3	15	4642.913185	6	-3.6392422	40.4400457	-3.6824999	40.4144444
76	3	16	5067.069906	7	-3.6392422	40.4400457	-3.6887449	40.4655841
77	3	18	5560.328995	8	-3.6392422	40.4400457	-3.5805649	40.4623628
78	3	10	5791.876654	9	-3.6392422	40.4400457	-3.7071303	40.4455439
79	3	12	5856.469025	10	-3.6392422	40.4400457	-3.6515286	40.3881478
80	3	8	5897.208494	11	-3.6392422	40.4400457	-3.7031662	40.4192091
81	3	13	6164.099816	12	-3.6392422	40.4400457	-3.6868138	40.3980991
82	3	20	6278.474349	13	-3.6392422	40.4400457	-3.6605173	40.4942012
83	3	0	6450.266416	14	-3.6392422	40.4400457	-3.7122567	40.4238823
84	3	7	6480.131945	15	-3.6392422	40.4400457	-3.5800258	40.4769179
85	3	11	7455.285123	16	-3.6392422	40.4400457	-3.7115364	40.4782322
86	3	17	7791.033672	17	-3.6392422	40.4400457	-3.6121394	40.3730118
87	3	23	7966.763114	18	-3.6392422	40.4400457	-3.6897308	40.5005477
88	3	19	9103.736117	19	-3.6392422	40.4400457	-3.7187679	40.3850336
89	3	5	9328.396193	20	-3.6392422	40.4400457	-3.7318356	40.3947825
90	3	6	9456.427652	21	-3.6392422	40.4400457	-3.7473445	40.4193577
91	3	4	12081.60467	22	-3.6392422	40.4400457	-3.7133167	40.347147
92	3	21	14381.26423	23	-3.6392422	40.4400457	-3.7746101	40.5180701
93	4	19	4232.392971	1	-3.7133167	40.347147	-3.7187679	40.3850336
94	4	5	5518.410933	2	-3.7133167	40.347147	-3.7318356	40.3947825
95	4	13	6089.097265	3	-3.7133167	40.347147	-3.6868138	40.3980991
96	4	12	6947.562054	4	-3.7133167	40.347147	-3.6515286	40.3881478
97	4	15	7917.788342	5	-3.7133167	40.347147	-3.6824999	40.4144444
98	4	8	8048.207311	6	-3.7133167	40.347147	-3.7031662	40.4192091
99	4	0	8521.320388	7	-3.7133167	40.347147	-3.7122567	40.4238823
100	4	6	8523.146208	8	-3.7133167	40.347147	-3.7473445	40.4193577
101	4	1	8671.437561	9	-3.7133167	40.347147	-3.6823158	40.4215533
102	4	9	8884.862449	10	-3.7133167	40.347147	-3.6453104	40.4079517
103	4	17	9061.561682	11	-3.7133167	40.347147	-3.6121394	40.3730118
104	4	14	10481.04303	12	-3.7133167	40.347147	-3.6903729	40.4398904
105	4	10	10938.83002	13	-3.7133167	40.347147	-3.7071303	40.4455439
106	4	2	11980.29757	14	-3.7133167	40.347147	-3.6773491	40.4514734
107	4	3	12081.60467	15	-3.7133167	40.347147	-3.6392422	40.4400457
108	4	16	13315.91811	16	-3.7133167	40.347147	-3.6887449	40.4655841
109	4	11	14556.82229	17	-3.7133167	40.347147	-3.7115364	40.4782322
110	4	22	15060.9282	18	-3.7133167	40.347147	-3.6163407	40.4607255
111	4	20	16932.95424	19	-3.7133167	40.347147	-3.6605173	40.4942012
112	4	18	17049.10421	20	-3.7133167	40.347147	-3.5805649	40.4623628
113	4	23	17151.23603	21	-3.7133167	40.347147	-3.6897308	40.5005477
114	4	7	18320.65068	22	-3.7133167	40.347147	-3.5800258	40.4769179
115	4	21	19679.49065	23	-3.7133167	40.347147	-3.7746101	40.5180701
116	5	19	1550.14301	1	-3.7318356	40.3947825	-3.7187679	40.3850336
117	5	6	3029.840014	2	-3.7318356	40.3947825	-3.7473445	40.4193577
118	5	0	3633.631752	3	-3.7318356	40.3947825	-3.7122567	40.4238823
119	5	8	3644.096226	4	-3.7318356	40.3947825	-3.7031662	40.4192091
120	5	13	3839.96094	5	-3.7318356	40.3947825	-3.6868138	40.3980991
121	5	15	4722.935207	6	-3.7318356	40.3947825	-3.6824999	40.4144444
122	5	1	5148.3495	7	-3.7318356	40.3947825	-3.6823158	40.4215533
123	5	4	5518.410933	8	-3.7318356	40.3947825	-3.7133167	40.347147
124	5	10	6014.010931	9	-3.7318356	40.3947825	-3.7071303	40.4455439
125	5	14	6121.480801	10	-3.7318356	40.3947825	-3.6903729	40.4398904
126	5	12	6858.089698	11	-3.7318356	40.3947825	-3.6515286	40.3881478
127	5	9	7489.429178	12	-3.7318356	40.3947825	-3.6453104	40.4079517
128	5	2	7810.859839	13	-3.7318356	40.3947825	-3.6773491	40.4514734
129	5	16	8670.708019	14	-3.7318356	40.3947825	-3.6887449	40.4655841
130	5	3	9328.396193	15	-3.7318356	40.3947825	-3.6392422	40.4400457
131	5	11	9425.211714	16	-3.7318356	40.3947825	-3.7115364	40.4782322
132	5	17	10447.39001	17	-3.7318356	40.3947825	-3.6121394	40.3730118
133	5	22	12234.10967	18	-3.7318356	40.3947825	-3.6163407	40.4607255
134	5	23	12275.66765	19	-3.7318356	40.3947825	-3.6897308	40.5005477
135	5	20	12589.07043	20	-3.7318356	40.3947825	-3.6605173	40.4942012
136	5	21	14162.90228	21	-3.7318356	40.3947825	-3.7746101	40.5180701
137	5	18	14869.07923	22	-3.7318356	40.3947825	-3.5805649	40.4623628
138	5	7	15782.90968	23	-3.7318356	40.3947825	-3.5800258	40.4769179
139	6	0	3019.861373	1	-3.7473445	40.4193577	-3.7122567	40.4238823
140	6	5	3029.840014	2	-3.7473445	40.4193577	-3.7318356	40.3947825
141	6	8	3749.416605	3	-3.7473445	40.4193577	-3.7031662	40.4192091
142	6	10	4483.184724	4	-3.7473445	40.4193577	-3.7071303	40.4455439
143	6	19	4517.956467	5	-3.7473445	40.4193577	-3.7187679	40.3850336
144	6	14	5345.077291	6	-3.7473445	40.4193577	-3.6903729	40.4398904
145	6	1	5524.22544	7	-3.7473445	40.4193577	-3.6823158	40.4215533
146	6	15	5530.485231	8	-3.7473445	40.4193577	-3.6824999	40.4144444
147	6	13	5654.335192	9	-3.7473445	40.4193577	-3.6868138	40.3980991
148	6	2	6927.49179	10	-3.7473445	40.4193577	-3.6773491	40.4514734
149	6	16	7146.030444	11	-3.7473445	40.4193577	-3.6887449	40.4655841
150	6	11	7208.878399	12	-3.7473445	40.4193577	-3.7115364	40.4782322
151	6	4	8523.146208	13	-3.7473445	40.4193577	-3.7133167	40.347147
152	6	9	8752.406856	14	-3.7473445	40.4193577	-3.6453104	40.4079517
